Actual,Pred
2.0,2.056015443801879
2.0,2.200961446762084
3.0,1.2481656908988945
3.0,1.842037904262542
2.5,3.0028529882431023
1.0,1.6720711946487419
-1.0,-4.3553448677063
-3.4,-1.5766303718090067
-4.0,-3.2228870391845716
0.0,-1.0472779929637919
0.10000000000000002,0.2281175941228858
-1.0,-0.04987875521183103
2.0,0.9143417358398429
4.3,1.967513990402221
3.0,3.2121855497360223
2.0,4.113106727600097
3.1,1.094655001163482
2.0,1.5734740853309623
0.0,0.8905468583106987
1.5,0.6864515006542198
2.0,1.3273567318916313
-2.0,-0.6889636069536219
-3.9,-2.7239869832992567
-3.0,-4.5963534116745
1.0,0.7923007607460014
3.7000000000000006,1.5024083852767938
2.0,3.171786499023437
1.0,2.8936860084533684
0.20000000000000004,1.0175181150436394
-1.0,-0.948963126540185
5.0,3.1898261785507196
4.3,3.977352118492126
3.0,2.6838113546371454
-2.0,-0.4892447963356981
-0.20000000000000004,-2.9711708545684825
-1.0,-0.6335265696048746
1.0,3.462429499626159
1.3,0.572585690021514
0.0,0.5200078487396231
-1.0,-0.5875301405787478
-1.2,-1.111758154630662
0.0,-0.6381942510604868
-2.0,0.02481685578823001
-2.5,-2.1410813689231882
-1.0,-1.7310362577438365
4.0,4.6672763347625725
3.5,3.238582563400268
4.0,1.7004321694374076
4.0,4.446319317817688
4.8,2.890151095390319
3.0,2.992850160598754
5.0,6.465266704559326
3.7999999999999994,3.3598572015762325
4.0,1.6034177899360649
3.0,5.382833242416382
1.8,2.1254069805145255
0.0,-0.1837673068046579
8.0,6.151423454284668
8.5,5.676017475128173
7.0,4.667313838005065
3.0,5.079861593246459
4.7,2.400861477851867
4.0,2.8967374086379998
5.0,5.961089849472046
5.599999999999999,3.0900052547454826
4.0,3.661533904075622
-2.0,-1.437418645620347
-3.6,-3.2834606647491467
-2.0,-4.574849486351014
4.0,3.652734279632568
4.6,3.2307961463928216
4.0,3.1821330547332756
2.0,3.706239318847656
2.1,1.4444017171859733
1.0,1.0951462626457207
5.0,4.5595784902572625
5.499999999999999,3.5806291818618767
7.0,3.6669799327850336
4.0,2.191628098487853
5.0,3.237050819396972
7.0,3.5550166368484493
-2.0,0.4616271555423728
-3.0,-2.3192296743392955
-1.0,-2.8003429651260388
10.0,6.438270568847656
9.6,6.758703231811523
10.999999999999998,5.10699348449707
-3.0,-3.4199873447418225
-4.1,-4.230773353576661
-5.0,-5.26437077522278
-3.0,-0.8039425820112238
-1.6000000000000003,-2.8918775320053114
-3.0,-1.7005634784698496
-6.0,-7.238032531738283
-7.3,-6.0335089683532726
-7.8,-6.066054964065553
0.9,3.764925694465637
-1.3,0.07905956208705814
-1.1,-2.689371490478517
-4.0,-3.5630603551864635
-6.1,-3.970870304107667
-8.0,-6.426287555694581
2.9,2.4865241527557367
2.1,2.392583489418029
2.0,1.8420718431472771
-0.6999999999999998,1.735002410411834
-1.3999999999999997,-0.30418202430009933
-3.1,-0.8488594949245463
-5.499999999999999,-1.1040824651718149
-4.7,-2.141682815551759
-5.9,-1.2900192797184
2.5,0.7774594724178306
1.3,2.1894767761230463
2.7000000000000006,2.0974328160285944
1.8999999999999997,1.9419127583503717
1.5,1.7660482764244072
2.7000000000000006,1.1031119823455802
3.0,0.35187732577323827
1.3999999999999997,2.53555359840393
0.6999999999999998,1.0924957752227775
-2.0,-1.331291675567628
-1.6000000000000003,-0.8209098935127268
-3.2000000000000006,-0.277923323214055
0.4000000000000001,1.8543287396430963
1.8999999999999997,0.7093176305294029
1.7,1.6997259616851799
-2.0,-0.2865490689873704
-0.8000000000000002,-1.4274540960788737
-2.7999999999999994,-0.34365933500230406
-5.3,-2.019122838974
-3.6,-4.299010348320008
-2.3,-2.2196243166923533
-5.0,-4.777706694602967
-6.1,-5.805200386047365
-7.0,-6.216809940338136
-6.400000000000001,-6.934172582626344
-4.4,-7.104995822906496
-6.2,-4.062133049964906
-10.2,-10.561696958541871
-8.5,-11.473499965667726
-8.0,-8.178422307968141
1.7,0.9983830928802482
3.7999999999999994,1.6904192686080926
2.5,3.167353677749633
-10.3,-8.486183834075929
-11.8,-9.644367647171022
-12.2,-10.13479290008545
-2.0,0.6583954334259025
